HGNC ID,Approved symbol,Approved name,Status,Locus type,Previous symbols,Alias symbols,Chromosome,NCBI Gene ID,Ensembl gene ID,Vega gene ID,Group ID,Group name
HGNC:9706,NECTIN1,nectin cell adhesion molecule 1,Approved,gene with protein product,"HVEC, ED4, PVRL1","PRR, PRR1, PVRR1, SK-12, HIgR, CLPED1, CD111, OFC7, Nectin-1",11q23.3,5818,ENSG00000110400,OTTHUMG00000166177,1855,Nectins and nectin-like molecules
HGNC:9707,NECTIN2,nectin cell adhesion molecule 2,Approved,gene with protein product,"HVEB, PVRL2","PVRR2, PRR2, CD112, Nectin-2",19q13.32,5819,ENSG00000130202,OTTHUMG00000180839,1855,Nectins and nectin-like molecules
HGNC:17664,NECTIN3,nectin cell adhesion molecule 3,Approved,gene with protein product,PVRL3,"nectin-3, PPR3, PVRR3, DKFZP566B0846, CDw113, CD113",3q13.13,25945,ENSG00000177707,OTTHUMG00000159239,1855,Nectins and nectin-like molecules
HGNC:19688,NECTIN4,nectin cell adhesion molecule 4,Approved,gene with protein product,PVRL4,"nectin-4, PRR4, LNIR",1q23.3,81607,ENSG00000143217,OTTHUMG00000031475,1855,Nectins and nectin-like molecules
HGNC:9705,PVR,PVR cell adhesion molecule,Approved,gene with protein product,PVS,"CD155, HVED, Necl-5, NECL5, Tage4",19q13.31,5817,ENSG00000073008,OTTHUMG00000151527,1855,Nectins and nectin-like molecules
HGNC:13567,GOLGA6A,golgin A6 family member A,Approved,gene with protein product,GOLGA6,GLP,15q24.1,342096,ENSG00000159289,OTTHUMG00000173035,1856,Golgin related
HGNC:32205,GOLGA6B,golgin A6 family member B,Approved,gene with protein product,,,15q24.1,55889,ENSG00000215186,OTTHUMG00000133511,1856,Golgin related
HGNC:32206,GOLGA6C,golgin A6 family member C,Approved,gene with protein product,,,15q24.2,653641,ENSG00000167195,OTTHUMG00000172671,1856,Golgin related
HGNC:32204,GOLGA6D,golgin A6 family member D,Approved,gene with protein product,,,15q24.2,653643,ENSG00000140478,OTTHUMG00000172672,1856,Golgin related
HGNC:37444,GOLGA6L1,golgin A6 family like 1,Approved,gene with protein product,,,15q11.2,283767,ENSG00000273976,OTTHUMG00000171928,1856,Golgin related
HGNC:37228,GOLGA6L10,golgin A6 family like 10,Approved,gene with protein product,GOLGA6L18,,15q25.2,647042,ENSG00000278662,OTTHUMG00000172580,1856,Golgin related
HGNC:23958,GOLGA6L11P,"golgin A6 family like 11, pseudogene",Approved,pseudogene,GOLGA6L15P,,Yq11.23,360024,ENSG00000223698,OTTHUMG00000045042,1856,Golgin related
HGNC:23959,GOLGA6L12P,"golgin A6 family like 12, pseudogene",Approved,pseudogene,,,Yq11.23,360025,,,1856,Golgin related
HGNC:23960,GOLGA6L13P,"golgin A6 family like 13, pseudogene",Approved,pseudogene,,,Yq11.23,360026,,,1856,Golgin related
HGNC:23961,GOLGA6L14P,"golgin A6 family like 14, pseudogene",Approved,pseudogene,,,Yq11.23,360027,,,1856,Golgin related
HGNC:38117,GOLGA6L16P,"golgin A6 family like 16, pseudogene",Approved,pseudogene,,,Yq11.23,100287845,ENSG00000197092,OTTHUMG00000045260,1856,Golgin related
HGNC:49414,GOLGA6L17P,"golgin A6 family like 17, pseudogene",Approved,pseudogene,GOLGA6L21P,,15q25.2,642402,ENSG00000277741,OTTHUMG00000163391,1856,Golgin related
HGNC:49416,GOLGA6L19,golgin A6 family like 19,Approved,gene with protein product,,,15q25.2 not on current reference,101927601,,,1856,Golgin related
HGNC:26695,GOLGA6L2,golgin A6 family like 2,Approved,gene with protein product,,"CT105, FLJ36144",15q11.2,283685,ENSG00000174450,OTTHUMG00000176417,1856,Golgin related
HGNC:50289,GOLGA6L22,golgin A6 family like 22,Approved,gene with protein product,,,15q11.2,440243,ENSG00000277865,OTTHUMG00000171883,1856,Golgin related
HGNC:37441,GOLGA6L3P,"golgin A6 family like 3, pseudogene",Approved,pseudogene,GOLGA6L3,,15q25.3,100133220,ENSG00000188388,OTTHUMG00000163478,1856,Golgin related
HGNC:27256,GOLGA6L4,golgin A6 family like 4,Approved,gene with protein product,,,15q25.2,643707,ENSG00000184206,OTTHUMG00000163050,1856,Golgin related
HGNC:30472,GOLGA6L5P,"golgin A6 family like 5, pseudogene",Approved,pseudogene,GOLGA6L5,"FLJ35171, FLJ40113, GOLGA6L8",15q25.2,374650,ENSG00000230373,OTTHUMG00000148659,1856,Golgin related
HGNC:37225,GOLGA6L6,golgin A6 family like 6 (gene/pseudogene),Approved,gene with protein product,,FLJ36131,15q11.2,727832,ENSG00000277322,OTTHUMG00000171663,1856,Golgin related
HGNC:37442,GOLGA6L7,golgin A6 family like 7,Approved,gene with protein product,GOLGA6L7P,,15q13.1,728310,ENSG00000261649,OTTHUMG00000176345,1856,Golgin related
HGNC:37229,GOLGA6L9,golgin A6 family like 9,Approved,gene with protein product,GOLGA6L20,,15q25.2,440295,ENSG00000197978,OTTHUMG00000170547,1856,Golgin related
HGNC:31972,GOLGA8A,golgin A8 family member A,Approved,gene with protein product,,"GM88, GOLGIN-67, FAP286, CFAP286",15q14,23015,ENSG00000175265,OTTHUMG00000129447,1856,Golgin related
HGNC:31973,GOLGA8B,golgin A8 family member B,Approved,gene with protein product,,,15q14,440270,ENSG00000215252,OTTHUMG00000129549,1856,Golgin related
HGNC:32375,GOLGA8CP,"golgin A8 family member C, pseudogene",Approved,pseudogene,GOLGA8C,,15q11.2,729786,ENSG00000181984,OTTHUMG00000171665,1856,Golgin related
HGNC:32376,GOLGA8DP,"golgin A8 family member D, pseudogene",Approved,pseudogene,GOLGA8D,,15q11.2,100132979,ENSG00000175676,OTTHUMG00000167132,1856,Golgin related
HGNC:32377,GOLGA8EP,"golgin A8 family member E, pseudogene",Approved,pseudogene,GOLGA8E,,15q11.2,390535,ENSG00000185182,OTTHUMG00000171882,1856,Golgin related
HGNC:32378,GOLGA8F,golgin A8 family member F,Approved,gene with protein product,,DKFZp434P162,15q13.1,100132565,ENSG00000153684,OTTHUMG00000167129,1856,Golgin related
HGNC:25328,GOLGA8G,golgin A8 family member G,Approved,gene with protein product,,DKFZp434K052,15q13.1,283768,ENSG00000183629,OTTHUMG00000167134,1856,Golgin related
HGNC:37443,GOLGA8H,golgin A8 family member H,Approved,gene with protein product,,GOLGA6L11,15q13.2,728498,ENSG00000261794,OTTHUMG00000175654,1856,Golgin related
HGNC:26660,GOLGA8IP,"golgin A8 family member I, pseudogene",Approved,pseudogene,"GOLGA9P, GOLGA8I",FLJ35785,15q11.2,283796,ENSG00000277561,OTTHUMG00000188601,1856,Golgin related
HGNC:38650,GOLGA8J,golgin A8 family member J,Approved,gene with protein product,,,15q13.2,653073,ENSG00000179938,OTTHUMG00000175635,1856,Golgin related
HGNC:38652,GOLGA8K,golgin A8 family member K,Approved,gene with protein product,,,15q13.3,653125,ENSG00000249931,OTTHUMG00000175395,1856,Golgin related
HGNC:44404,GOLGA8M,golgin A8 family member M,Approved,gene with protein product,,,15q13.1,653720,ENSG00000188626,OTTHUMG00000176338,1856,Golgin related
HGNC:44405,GOLGA8N,golgin A8 family member N,Approved,gene with protein product,,,15q13.3,643699,ENSG00000232653,OTTHUMG00000175401,1856,Golgin related
HGNC:44406,GOLGA8O,golgin A8 family member O,Approved,gene with protein product,,,15q13.3,728047,ENSG00000206127,OTTHUMG00000162878,1856,Golgin related
HGNC:44408,GOLGA8Q,golgin A8 family member Q,Approved,gene with protein product,,,15q13.2,727909,ENSG00000178115,OTTHUMG00000175651,1856,Golgin related
HGNC:44407,GOLGA8R,golgin A8 family member R,Approved,gene with protein product,,,15q13.2,101059918,ENSG00000186399,OTTHUMG00000175646,1856,Golgin related
HGNC:44409,GOLGA8S,golgin A8 family member S,Approved,gene with protein product,,,15q11.2,653061,ENSG00000261739,OTTHUMG00000176415,1856,Golgin related
HGNC:44410,GOLGA8T,golgin A8 family member T,Approved,gene with protein product,,,15q13.2,653075,ENSG00000261247,OTTHUMG00000175638,1856,Golgin related
HGNC:44411,GOLGA8UP,"golgin A8 family member U, pseudogene",Approved,pseudogene,,,15q13.2,100507067,ENSG00000103832,OTTHUMG00000165688,1856,Golgin related
HGNC:49920,GOLGA8VP,"golgin A8 family member V, pseudogene",Approved,pseudogene,,,15q26.3,441736,ENSG00000259236,OTTHUMG00000172266,1856,Golgin related
HGNC:35293,MIR1302-1,microRNA 1302-1,Approved,"RNA, micro",MIRN1302-1,hsa-mir-1302-1,12q24.13,100302227,ENSG00000283507,,1858,MicroRNA MIR1302 family
HGNC:38233,MIR1302-10,microRNA 1302-10,Approved,"RNA, micro",,hsa-mir-1302-10,15q26.3,100422834,ENSG00000284557,,1858,MicroRNA MIR1302 family
HGNC:38246,MIR1302-11,microRNA 1302-11,Approved,"RNA, micro",,hsa-mir-1302-11,19p13.3,100422919,ENSG00000283801,,1858,MicroRNA MIR1302 family
HGNC:35294,MIR1302-2,microRNA 1302-2,Approved,"RNA, micro",MIRN1302-2,hsa-mir-1302-2,1p36.33,100302278,ENSG00000284332,,1858,MicroRNA MIR1302 family
HGNC:35295,MIR1302-3,microRNA 1302-3,Approved,"RNA, micro",MIRN1302-3,hsa-mir-1302-3,2q14.1,100302128,ENSG00000221055,,1858,MicroRNA MIR1302 family
HGNC:35296,MIR1302-4,microRNA 1302-4,Approved,"RNA, micro",MIRN1302-4,hsa-mir-1302-4,2q33.3,100302130,ENSG00000221628,,1858,MicroRNA MIR1302 family
HGNC:35297,MIR1302-5,microRNA 1302-5,Approved,"RNA, micro",MIRN1302-5,hsa-mir-1302-5,20q13.13,100302146,ENSG00000221091,,1858,MicroRNA MIR1302 family
HGNC:35298,MIR1302-6,microRNA 1302-6,Approved,"RNA, micro",MIRN1302-6,hsa-mir-1302-6,7p21.1,100302140,ENSG00000221393,,1858,MicroRNA MIR1302 family
HGNC:35299,MIR1302-7,microRNA 1302-7,Approved,"RNA, micro",MIRN1302-7,hsa-mir-1302-7,8q24.3,100302147,ENSG00000221768,,1858,MicroRNA MIR1302 family
HGNC:35300,MIR1302-8,microRNA 1302-8,Approved,"RNA, micro",MIRN1302-8,hsa-mir-1302-8,9q22.33,100302223,ENSG00000221269,,1858,MicroRNA MIR1302 family
HGNC:38218,MIR1302-9,microRNA 1302-9,Approved,"RNA, micro",,hsa-mir-1302-9,9p24.3,100422831,ENSG00000283921,,1858,MicroRNA MIR1302 family
HGNC:35265,MIR1184-1,microRNA 1184-1,Approved,"RNA, micro","MIRN1184, MIR1184",hsa-mir-1184,Xq28,100302111,ENSG00000221533,,1859,MicroRNA MIR1184 family
HGNC:38211,MIR1184-2,microRNA 1184-2,Approved,"RNA, micro",,hsa-mir-1184-2,Xq28,100422985,ENSG00000221190,,1859,MicroRNA MIR1184 family
HGNC:38389,MIR1184-3,microRNA 1184-3,Approved,"RNA, micro",,hsa-mir-1184-3,Xq28,100422977,ENSG00000221603,,1859,MicroRNA MIR1184 family
HGNC:33929,MIR1233-1,microRNA 1233-1,Approved,"RNA, micro","MIRN1233, MIR1233",hsa-mir-1233,15q14,100302160,ENSG00000221649,,1860,MicroRNA MIR1233 family
HGNC:38277,MIR1233-2,microRNA 1233-2,Approved,"RNA, micro",,hsa-mir-1233-2,15q14,100422845,ENSG00000221065,,1860,MicroRNA MIR1233 family
HGNC:35310,MIR1244-1,microRNA 1244-1,Approved,"RNA, micro","MIRN1244, MIR1244",hsa-mir-1244,2q37.1,100302285,ENSG00000284378,,1861,MicroRNA MIR1244 family
HGNC:38321,MIR1244-2,microRNA 1244-2,Approved,"RNA, micro",,hsa-mir-1244-2,5q23.1,100422885,ENSG00000283498,,1861,MicroRNA MIR1244 family
HGNC:38390,MIR1244-3,microRNA 1244-3,Approved,"RNA, micro",,hsa-mir-1244-3,12p13.31,100422872,ENSG00000283429,,1861,MicroRNA MIR1244 family
HGNC:50831,MIR1244-4,microRNA 1244-4,Approved,"RNA, micro",,,12p13.2,103504734,ENSG00000283475,,1861,MicroRNA MIR1244 family
HGNC:35277,MIR1285-1,microRNA 1285-1,Approved,"RNA, micro",MIRN1285-1,hsa-mir-1285-1,7q21.2,100302218,ENSG00000221520,,1863,MicroRNA MIR1285 family
HGNC:35278,MIR1285-2,microRNA 1285-2,Approved,"RNA, micro",MIRN1285-2,hsa-mir-1285-2,2p13.3,100302268,ENSG00000221238,,1863,MicroRNA MIR1285 family
HGNC:35281,MIR1289-1,microRNA 1289-1,Approved,"RNA, micro",MIRN1289-1,hsa-mir-1289-1,20q11.22,100302125,ENSG00000221763,,1864,MicroRNA MIR1289 family
HGNC:35282,MIR1289-2,microRNA 1289-2,Approved,"RNA, micro",MIRN1289-2,hsa-mir-1289-2,5q31.1,100302134,ENSG00000221287,,1864,MicroRNA MIR1289 family
HGNC:37060,MIR1972-1,microRNA 1972-1,Approved,"RNA, micro",MIR1972,hsa-mir-1972,16p13.11,100302243,ENSG00000238728,,1865,MicroRNA MIR1972 family
HGNC:38252,MIR1972-2,microRNA 1972-2,Approved,"RNA, micro",,hsa-mir-1972-2,16q22.1,100422922,ENSG00000239118,,1865,MicroRNA MIR1972 family
HGNC:43511,MIR5708,microRNA 5708,Approved,"RNA, micro",,hsa-mir-5708,8q21.13,100847056,ENSG00000265588,,1865,MicroRNA MIR1972 family
HGNC:38265,MIR3118-1,microRNA 3118-1,Approved,"RNA, micro",,hsa-mir-3118-1,21q11.2,100423008,ENSG00000266299,,1866,MicroRNA MIR3118 family
HGNC:38324,MIR3118-2,microRNA 3118-2,Approved,"RNA, micro",,hsa-mir-3118-2,15q11.2,100422949,ENSG00000265322,,1866,MicroRNA MIR3118 family
HGNC:38274,MIR3118-3,microRNA 3118-3,Approved,"RNA, micro",,hsa-mir-3118-3,15q11.2,100422844,ENSG00000277243,,1866,MicroRNA MIR3118 family
HGNC:38287,MIR3118-4,microRNA 3118-4,Approved,"RNA, micro",,hsa-mir-3118-4,15q11.2,100422935,ENSG00000265793,,1866,MicroRNA MIR3118 family
HGNC:38241,MIR3156-1,microRNA 3156-1,Approved,"RNA, micro",,hsa-mir-3156-1,10q11.21,100422988,ENSG00000263476,,1867,MicroRNA MIR3156 family
HGNC:38213,MIR3156-2,microRNA 3156-2,Approved,"RNA, micro",,hsa-mir-3156-2,18p11.21,100422907,ENSG00000265499,,1867,MicroRNA MIR3156 family
HGNC:38229,MIR3156-3,microRNA 3156-3,Approved,"RNA, micro",,hsa-mir-3156-3,21q11.2,100423018,ENSG00000266211,,1867,MicroRNA MIR3156 family
HGNC:38353,MIR3179-1,microRNA 3179-1,Approved,"RNA, micro",,hsa-mir-3179-1,16p13.11,100422960,ENSG00000284305,OTTHUMG00000170530,1868,MicroRNA MIR3179 family
HGNC:38325,MIR3179-2,microRNA 3179-2,Approved,"RNA, micro",,hsa-mir-3179-2,16p13.11,100422886,ENSG00000257381,,1868,MicroRNA MIR3179 family
HGNC:38214,MIR3179-3,microRNA 3179-3,Approved,"RNA, micro",,hsa-mir-3179-3,16p12.3,100423006,ENSG00000266454,OTTHUMG00000170523,1868,MicroRNA MIR3179 family
HGNC:50838,MIR3179-4,microRNA 3179-4,Approved,"RNA, micro",,,16p12.3,103504729,ENSG00000277014,,1868,MicroRNA MIR3179 family
HGNC:38382,MIR3180-1,microRNA 3180-1,Approved,"RNA, micro",,hsa-mir-3180-1,16p13.11,100422870,ENSG00000265537,OTTHUMG00000170531,1869,MicroRNA MIR3180 family
HGNC:38343,MIR3180-2,microRNA 3180-2,Approved,"RNA, micro",,hsa-mir-3180-2,16p13.11,100422956,ENSG00000265373,OTTHUMG00000170527,1869,MicroRNA MIR3180 family
HGNC:38239,MIR3180-3,microRNA 3180-3,Approved,"RNA, micro",,hsa-mir-3180-3,16p12.3,100422836,ENSG00000266291,OTTHUMG00000170522,1869,MicroRNA MIR3180 family
HGNC:38920,MIR3180-4,microRNA 3180-4,Approved,"RNA, micro",,hsa-mir-3180-4,16p13.11,100500852,ENSG00000264115,OTTHUMG00000170535,1869,MicroRNA MIR3180 family
HGNC:38969,MIR3180-5,microRNA 3180-5,Approved,"RNA, micro",,hsa-mir-3180-5,16p13.3,100500916,ENSG00000264397,,1869,MicroRNA MIR3180 family
HGNC:38236,MIR3198-1,microRNA 3198-1,Approved,"RNA, micro",MIR3198,hsa-mir-3198-1,22q11.21,100423025,ENSG00000264757,,1870,MicroRNA MIR3198 family
HGNC:41766,MIR3198-2,microRNA 3198-2,Approved,"RNA, micro",,hsa-mir-3198-2,12q13.13,100616400,ENSG00000283803,,1870,MicroRNA MIR3198 family
HGNC:38941,MIR3648-1,microRNA 3648-1,Approved,"RNA, micro",MIR3648,hsa-mir-3648,21p11.2,100500862,ENSG00000275708,,1871,MicroRNA MIR3648 family
HGNC:50843,MIR3648-2,microRNA 3648-2,Approved,"RNA, micro",,,21p11.2,103504731,ENSG00000264462,,1871,MicroRNA MIR3648 family
HGNC:38997,MIR3670-1,microRNA 3670-1,Approved,"RNA, micro",MIR3670,hsa-mir-3670,16p13.11,100500910,ENSG00000263918,,1872,MicroRNA MIR3670 family
HGNC:43460,MIR3670-2,microRNA 3670-2,Approved,"RNA, micro",,hsa-mir-3670-2,16p13.11,100846994,ENSG00000264722,,1872,MicroRNA MIR3670 family
HGNC:50829,MIR3670-3,microRNA 3670-3,Approved,"RNA, micro",,,16p12.3,103504726,ENSG00000265776,,1872,MicroRNA MIR3670 family
HGNC:50828,MIR3670-4,microRNA 3670-4,Approved,"RNA, micro",,,16p12.3,103504740,ENSG00000274025,,1872,MicroRNA MIR3670 family
HGNC:38989,MIR3680-1,microRNA 3680-1,Approved,"RNA, micro",MIR3680,hsa-mir-3680,16p12.2,100500917,ENSG00000265462,,1874,MicroRNA MIR3680 family
HGNC:43472,MIR3680-2,microRNA 3680-2,Approved,"RNA, micro",,hsa-mir-3680-2,16p11.2,100847041,ENSG00000266758,,1874,MicroRNA MIR3680 family
HGNC:4550,GPS2,G protein pathway suppressor 2,Approved,gene with protein product,,,17p13.1,2874,ENSG00000132522,OTTHUMG00000102198,1875,NCoR/SMRT transcriptional repression complex subunits
HGNC:4854,HDAC3,histone deacetylase 3,Approved,gene with protein product,,"RPD3, HD3, RPD3-2, KDAC3",5q31.3,8841,ENSG00000171720,OTTHUMG00000129629,1875,NCoR/SMRT transcriptional repression complex subunits
HGNC:7672,NCOR1,nuclear receptor corepressor 1,Approved,gene with protein product,,"N-CoR, hCIT529I10, TRAC1, hN-CoR, KIAA1047, MGC104216, PPP1R109",17p12-p11.2,9611,ENSG00000141027,OTTHUMG00000059309,1875,NCoR/SMRT transcriptional repression complex subunits
HGNC:7673,NCOR2,nuclear receptor corepressor 2,Approved,gene with protein product,,"SMRT, SMRTE, TRAC-1, CTG26, TNRC14",12q24.31,9612,ENSG00000196498,OTTHUMG00000150455,1875,NCoR/SMRT transcriptional repression complex subunits
HGNC:11585,TBL1X,transducin beta like 1 X-linked,Approved,gene with protein product,TBL1,EBI,Xp22.31-p22.2,6907,ENSG00000101849,OTTHUMG00000021117,1875,NCoR/SMRT transcriptional repression complex subunits
HGNC:29529,TBL1XR1,TBL1X/Y related 1,Approved,gene with protein product,,"IRA1, FLJ12894, TBLR1, C21, DC42",3q26.32,79718,ENSG00000177565,OTTHUMG00000157140,1875,NCoR/SMRT transcriptional repression complex subunits
HGNC:34921,TRA-AGC17-1,tRNA-Ala (AGC) 17-1,Approved,"RNA, transfer",TRNAA35,tRNA-Ala-AGC-17-1,6p11.2,100189353,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34909,TRA-AGC18-1,tRNA-Ala (AGC) 18-1,Approved,"RNA, transfer",TRNAA33,tRNA-Ala-AGC-18-1,6p22.2,100189341,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34775,TRA-AGC18-2,tRNA-Ala (AGC) 18-2,Approved,"RNA, transfer",TRNAA22,tRNA-Ala-AGC-18-2,6p22.2,100189212,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34809,TRA-AGC19-1,tRNA-Ala (AGC) 19-1,Approved,"RNA, transfer",TRNAA24,tRNA-Ala-AGC-19-1,6p11.2,100189246,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34678,TRA-AGC20-1,tRNA-Ala (AGC) 20-1,Approved,"RNA, transfer",TRNAA16,tRNA-Ala-AGC-20-1,1q21.2,100189116,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34755,TRA-AGC21-1,tRNA-Ala (AGC) 21-1,Approved,"RNA, transfer",TRNAA21,tRNA-Ala-AGC-21-1,6p22.2,100189192,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34963,TRA-CGC5-1,tRNA-Ala (CGC) 5-1,Approved,"RNA, transfer",TRNAA38,tRNA-Ala-CGC-5-1,6p22.1,100189395,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34819,TRA-TGC8-1,tRNA-Ala (TGC) 8-1,Approved,"RNA, transfer",TRNAA25,tRNA-Ala-TGC-8-1,11p11.12,100189256,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:12250,TRC-GCA24-1,tRNA-Cys (GCA) 24-1,Approved,"RNA, transfer","TRC, TRNAC1",tRNA-Cys-GCA-24-1,17q12,7183,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:35070,TRD-GTC10-1,tRNA-Asp (GTC) 10-1,Approved,"RNA, transfer",TRNAD20P,tRNA-Asp-GTC-10-1,1q23.3,100189495,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34551,TRD-GTC4-1,tRNA-Asp (GTC) 4-1,Approved,"RNA, transfer",TRNAD2,tRNA-Asp-GTC-4-1,9q21.13,100188994,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34620,TRD-GTC5-1,tRNA-Asp (GTC) 5-1,Approved,"RNA, transfer",TRNAD3,tRNA-Asp-GTC-5-1,5q31.3,100189061,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34712,TRD-GTC6-1,tRNA-Asp (GTC) 6-1,Approved,"RNA, transfer",TRNAD7,tRNA-Asp-GTC-6-1,3q27.1,100189150,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:35000,TRD-GTC8-1,tRNA-Asp (GTC) 8-1,Approved,"RNA, transfer",TRNAD19,tRNA-Asp-GTC-8-1,12q24.31,100189431,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:12251,TRD-GTC9-1,tRNA-Asp (anticodon GTC) 9-1,Approved,"RNA, transfer","TRD, TRNAD1",tRNA-Asp-GTC-9-1,1q23.3,7192,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34564,TRE-CTC3-1,tRNA-Glu (CTC) 3-1,Approved,"RNA, transfer",TRNAE4,tRNA-Glu-CTC-3-1,13q14.11,100189007,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34799,TRE-CTC5-1,tRNA-Glu (CTC) 5-1,Approved,"RNA, transfer",TRNAE17,tRNA-Glu-CTC-5-1,8q12.1,100189236,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:34590,TRE-TTC5-1,tRNA-Glu (TTC) 5-1,Approved,"RNA, transfer",TRNAE8,tRNA-Glu-TTC-5-1,1q23.3,100189031,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:54204,TRE-TTC8-2,tRNA-Glu (TTC) 8-2,Approved,"RNA, transfer",,tRNA-Glu-TTC-8-2,1p22.1,,,,1877,Low confidence cytoplasmic transfer RNAs
HGNC:35059,TRG-CCC4-1,tRNA-Gly (CCC) 4-1,Approved,"RNA, transfer","TRNAV35P, TRNAG36",tRNA-Gly-CCC-4-1,1p36.13,107985759,,,1877,Low confidence cytoplasmic transfer RNAs
